TimeStamps,AnkleAccelerometer_x-axis (g),AnkleAccelerometer_y-axis (g),AnkleAccelerometer_z-axis (g),SVM(n),Theta(n),AnkleAngularVelocity_x-axis (deg/s),AnkleAngularVelocity_y-axis (deg/s),AnkleAngularVelocity_z-axis (deg/s),Ankleluminosity,RightPocketAccelerometer_x-axis (g),RightPocketAccelerometer_y-axis (g),RightPocketAccelerometer_z-axis (g),RightPocketAngularVelocity_x-axis (deg/s),RightPocketAngularVelocity_y-axis (deg/s),RightPocketAngularVelocity_z-axis (deg/s),NeckLuminosity,BeltAccelerometer_x-axis (g),BeltAccelerometer_y-axis (g),BeltAccelerometer_z-axis (g),BeltAngularVelocity_x-axis (deg/s),BeltAngularVelocity_y-axis (deg/s),BeltAngularVelocity_z-axis (deg/s),Beltluminosity,NeckAccelerometer_x-axis (g),NeckAccelerometer_y-axis (g),NeckAccelerometer_z-axis (g),NeckAngularVelocity_x-axis (deg/s),NeckAngularVelocity_y-axis (deg/s),NeckAngularVelocity_z-axis (deg/s),NeckLuminosity,WristAccelerometer_x-axis (g),WristAccelerometer_y-axis (g),WristAccelerometer_z-axis (g),WristAngularVelocity_x-axis (deg/s),WristAngularVelocity_y-axis (deg/s),WristAngularVelocity_z-axis (deg/s),WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared1(n),Infrared4,Infrared5,Infrared6,Infrared2(n),Subject,Activity
2018-07-04T12:04:17.739071,-0.072,-0.971,0.021,0.973892191,-85.58324589,33.78,7.439,4.085,0,-0.44,-0.954,0.021,28.841,-19.512,5.671,0,-0.257,0.006,-0.937,-6.829,-22.195,1.646,0,0.167,-0.281,-1.053,-35.854,-14.817,-15.488,256.086,0.028,-1.019,0.181,-51.402,-10.488,-18.232,2855.237,44,1,1,0,1.414,0,0,0,0,1,1
2018-07-04T12:04:17.739072,-0.085,-0.978,0.148,0.992780439,-80.10091669,26.524,9.573,1.89,0,-0.438,-0.877,0.094,35.366,-24.268,3.902,0,-0.196,-0.018,-0.961,0.305,-6.768,2.744,0,0.167,-0.281,-1.053,0.732,-17.317,-34.085,256.086,0.001,-1.064,0.057,-59.817,-6.037,-12.073,2855.237,56,1,1,0,1.414,0,0,0,0,1,1
2018-07-04T12:04:17.739073,-0.085,-0.978,0.148,0.992780439,-80.10091669,10.61,11.89,-1.037,0,-0.394,-0.791,0.162,10.549,-5.976,0,0,-0.175,-0.047,-0.992,4.573,3.415,2.805,0,0.194,-0.155,-1.013,-23.902,-27.073,-37.012,256.086,0.001,-1.064,0.057,-28.293,-2.439,0.061,2855.237,6,1,1,0,1.414,0,0,0,0,1,1
2018-07-04T12:04:17.739074,-0.07,-1.001,0.207,1.024573082,-77.68567666,-10.671,14.268,-3.415,0,-0.394,-0.791,0.162,-10.549,11.037,-2.439,0,-0.175,-0.047,-0.992,8.415,13.293,1.951,0,0.194,-0.155,-1.013,-62.378,-27.561,-44.695,256.086,-0.013,-0.917,0.002,-50.122,-5,-10.244,2855.237,112,1,1,0,1.414,0,0,0,0,1,1
2018-07-04T12:04:17.739075,-0.063,-0.996,0.172,1.012703807,-79.57915594,-18.049,11.829,-3.293,0,-0.421,-0.906,0.046,-35.366,23.659,-5.671,0,-0.212,-0.049,-0.973,9.939,17.866,1.524,0,0.19,-0.057,-0.998,-52.744,-19.268,-7.866,256.086,0.026,-1.011,-0.055,-33.293,-3.049,-11.098,2855.237,16,1,1,0,1.414,0,0,0,0,1,1
2018-07-04T12:04:17.739076,-0.063,-0.996,0.172,1.012703807,-79.57915594,-9.268,10.732,-2.805,0,-0.435,-0.943,-0.063,-27.317,22.012,-5.732,0,-0.148,-0.061,-0.949,9.451,14.817,2.927,0,0.156,-0.118,-1.077,-28.659,-6.707,-29.085,256.086,0.026,-1.011,-0.055,-1.829,-4.512,2.805,2855.237,85,1,1,0,1.414,0,0,0,0,1,1
2018-07-04T12:04:17.739077,-0.062,-0.967,0.147,0.980072446,-80.63148221,-6.341,9.512,-2.317,0,-0.435,-0.943,-0.063,-25.61,18.598,-2.744,0,-0.148,-0.061,-0.949,6.646,11.524,1.646,0,0.156,-0.118,-1.077,17.195,-17.683,-41.585,256.086,0.001,-0.992,-0.021,-9.573,-5.61,3.11,2855.237,137,1,1,0,1.414,0,0,0,0,1,1
2018-07-04T12:04:17.739078,-0.062,-0.967,0.147,0.980072446,-80.63148221,-2.927,6.768,-0.061,0,-0.433,-0.921,-0.099,-23.659,14.573,-3.11,0,-0.145,-0.066,-0.995,2.744,5.854,1.646,0,0.212,-0.02,-1.095,46.524,18.049,-7.561,289.835,-0.012,-1,-0.046,-14.756,-3.354,-2.683,3215.114,5,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739079,-0.047,-0.999,0.132,1.008778469,-82.01588828,2.927,3.659,2.378,0,-0.433,-0.921,-0.099,-20.061,12.195,-2.5,0,-0.145,-0.066,-0.995,1.159,4.451,1.829,0,0.212,-0.02,-1.095,24.451,20.183,5.244,289.835,-0.012,-1,-0.046,-7.866,-0.366,-0.671,3215.114,87,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739080,-0.049,-1.018,0.115,1.025646138,-82.99948341,-3.902,-2.988,4.024,0,-0.434,-0.946,-0.164,4.207,-2.622,-0.305,0,-0.111,-0.083,-0.983,0.732,2.561,0.854,0,0.188,-0.035,-1.02,3.963,3.11,8.171,289.835,0.014,-1.018,-0.095,-19.085,-0.122,-2.195,3215.114,-41,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739081,-0.049,-1.018,0.115,1.025646138,-82.99948341,-5.244,-5.732,3.354,0,-0.404,-0.899,-0.102,10.366,-6.159,0,0,-0.143,-0.065,-0.968,-1.585,1.402,-0.305,0,0.214,-0.086,-1.077,0.244,20.122,3.659,289.835,0.014,-1.018,-0.095,-14.878,-0.305,-2.561,3215.114,164,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739082,-0.074,-0.972,0.12,0.982171065,-81.74717253,0.366,-3.963,4.939,0,-0.404,-0.899,-0.102,12.256,-6.341,0.732,0,-0.143,-0.065,-0.968,-2.988,0.854,-0.122,0,0.214,-0.086,-1.077,0.671,14.817,-0.244,289.835,0.025,-0.99,-0.103,1.524,2.195,-1.159,3215.114,88,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739083,-0.074,-0.972,0.12,0.982171065,-81.74717253,4.878,-2.866,7.683,0,-0.422,-0.927,-0.055,13.72,-5.183,1.28,0,-0.167,-0.047,-0.971,-3.841,-0.915,-0.488,0,0.181,-0.076,-1.071,-2.195,10.61,-2.561,289.835,0.025,-0.99,-0.103,0.61,3.659,-4.329,3215.114,-84,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739084,-0.1,-1.022,0.124,1.03434037,-81.1406327,6.402,-2.439,8.415,0,-0.422,-0.927,-0.055,17.988,-9.451,2.5,0,-0.167,-0.047,-0.971,-4.451,-4.268,-0.61,0,0.181,-0.076,-1.071,-3.293,0.305,3.415,289.835,0.049,-0.992,-0.106,-2.256,3.293,-6.768,3215.114,26,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739085,-0.1,-1.022,0.124,1.03434037,-81.1406327,8.354,-1.037,6.22,0,-0.436,-0.922,0.002,19.512,-13.78,3.537,0,-0.163,-0.044,-0.954,-2.256,-5.061,-0.427,0,0.176,-0.162,-1.068,7.195,2.988,7.012,289.835,0.062,-1.007,-0.099,6.28,3.354,-4.573,3215.114,-22,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739086,-0.101,-0.994,0.144,1.009441925,-79.96533509,5.244,0.671,-0.671,0,-0.412,-0.867,0.055,12.195,-8.476,0.488,0,-0.163,-0.044,-0.954,-0.183,-3.476,-0.061,0,0.166,-0.175,-1.05,17.622,-2.439,1.037,289.835,0.062,-1.007,-0.099,5.427,2.378,-2.439,3215.114,42,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739087,-0.092,-0.973,0.165,0.991170016,-79.01229736,0.732,0.793,-0.244,0,-0.412,-0.867,0.055,3.537,-3.11,-0.854,0,-0.164,-0.044,-0.962,-0.244,-0.549,0.366,0,0.166,-0.175,-1.05,7.012,-3.72,0.671,289.835,0.057,-0.988,-0.091,-0.732,0.427,0,3215.114,-41,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739088,-0.082,-1.002,0.14,1.015050738,-80.80233254,-0.366,2.439,-2.439,0,-0.425,-0.919,0.012,-2.927,1.28,-1.402,0,-0.16,-0.051,-0.974,0.061,1.098,0.488,0,0.174,-0.128,-1.01,-2.317,-9.695,-2.683,289.835,0.042,-0.99,-0.093,0.244,-0.61,2.195,3215.114,106,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739089,-0.079,-0.987,0.143,1.000429408,-80.60147168,-0.549,2.378,-0.976,0,-0.425,-0.919,0.012,-5.549,1.768,-0.793,0,-0.16,-0.051,-0.974,0.854,2.073,0.427,0,0.174,-0.128,-1.01,-3.902,-3.659,-5.183,289.835,0.033,-0.993,-0.091,0.61,-0.671,2.195,3215.114,138,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739090,-0.079,-0.987,0.143,1.000429408,-80.60147168,-2.683,2.073,-0.366,0,-0.416,-0.906,-0.002,-8.11,3.293,-1.098,0,-0.149,-0.053,-0.971,1.22,2.622,0.488,0,0.189,-0.113,-1.03,-3.11,-1.22,-3.354,289.835,0.032,-0.993,-0.079,2.866,0.244,0.244,3215.114,170,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739091,-0.083,-0.994,0.135,1.006553526,-80.94153825,-4.878,1.341,-0.732,0,-0.422,-0.916,-0.036,-10.183,4.268,-1.037,0,-0.149,-0.053,-0.971,1.768,2.866,0.366,0,0.189,-0.113,-1.03,4.024,-1.22,-0.061,289.835,0.032,-0.993,-0.079,0.61,0.244,0.122,3215.114,113,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739092,-0.086,-1.001,0.113,1.011022255,-81.92580168,-3.659,0.488,0.366,0,-0.422,-0.916,-0.036,-7.927,2.805,-0.61,0,-0.144,-0.051,-0.975,1.159,1.524,0.244,0,0.169,-0.111,-1.043,-4.634,2.866,-2.317,289.835,0.038,-0.999,-0.082,-0.305,0.244,0.244,3215.114,35,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739093,-0.086,-1.001,0.113,1.011022255,-81.92580168,0.61,0.61,-0.244,0,-0.432,-0.925,-0.057,-4.024,0.976,-0.793,0,-0.144,-0.049,-0.982,0.793,0.488,0.183,0,0.182,-0.109,-1.056,-0.366,7.195,-0.122,289.835,0.036,-0.996,-0.083,0.244,0.488,0.488,3215.114,51,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739094,-0.084,-0.998,0.126,1.009423598,-81.3719474,3.72,0.793,0.061,0,-0.429,-0.925,-0.053,0.976,-1.28,-0.671,0,-0.144,-0.049,-0.982,-0.244,-0.305,0.244,0,0.182,-0.109,-1.056,-2.805,6.22,0.549,289.835,0.036,-0.996,-0.083,-0.488,0.61,-0.183,3215.114,51,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739095,-0.084,-0.998,0.126,1.009423598,-81.3719474,4.634,0.61,0.549,0,-0.429,-0.925,-0.053,3.476,-2.317,-0.183,0,-0.148,-0.051,-0.981,-0.366,-0.793,0.305,0,0.186,-0.111,-1.051,1.341,6.28,1.585,289.835,0.04,-0.996,-0.09,0.61,0.854,-0.671,3215.114,76,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739096,-0.086,-0.99,0.151,1.005135314,-80.04439715,1.646,0.549,-0.244,0,-0.423,-0.913,-0.027,4.451,-2.866,-0.061,0,-0.153,-0.049,-0.971,0,-0.854,0.244,0,0.196,-0.117,-1.034,-1.463,1.89,-0.366,289.835,0.04,-0.996,-0.09,1.341,1.037,-1.28,3215.114,27,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739097,-0.083,-0.988,0.145,1.002026946,-80.40185251,-0.427,0.183,-0.427,0,-0.42,-0.906,-0.013,4.146,-2.988,-0.488,0,-0.153,-0.049,-0.971,-0.244,-0.427,0.122,0,0.195,-0.11,-1.03,-0.793,13.598,-0.122,289.835,0.044,-0.993,-0.086,0.793,1.098,-1.098,3215.114,8,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739098,-0.081,-0.998,0.141,1.011160719,-80.7457864,1.829,0.61,0.122,0,-0.42,-0.906,-0.013,4.512,-2.622,-0.732,0,-0.157,-0.047,-0.968,0,-0.61,0.183,0,0.195,-0.11,-1.03,1.098,6.707,-1.524,289.835,0.048,-0.989,-0.084,0.549,0.793,-0.366,3215.114,7,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739099,-0.081,-0.998,0.141,1.011160719,-80.7457864,4.085,1.037,0.244,0,-0.418,-0.914,-0.004,3.598,-2.256,-0.427,0,-0.16,-0.045,-0.971,0.671,-0.305,0.183,0,0.207,-0.129,-1.04,2.988,4.268,-0.793,289.835,0.048,-0.989,-0.084,-0.732,0.488,-0.122,3215.114,69,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739100,-0.087,-0.985,0.161,1.001855778,-79.47504576,2.805,1.037,0.061,0,-0.418,-0.914,-0.004,2.195,-1.829,-0.427,0,-0.16,-0.045,-0.971,0.366,-0.427,0.244,0,0.207,-0.129,-1.04,-0.549,4.695,-1.037,289.835,0.046,-1,-0.088,-0.61,0.061,0.793,3215.114,172,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739101,-0.087,-0.985,0.161,1.001855778,-79.47504576,-0.183,1.341,-0.427,0,-0.418,-0.91,0.003,-2.073,0,-0.61,0,-0.156,-0.045,-0.971,0.61,-0.244,0.244,0,0.22,-0.125,-1.046,0.183,6.159,-0.61,289.835,0.046,-1,-0.088,1.098,0.488,0.305,3215.114,136,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739102,-0.083,-0.991,0.148,1.005422299,-80.28369493,-2.988,1.098,-0.854,0,-0.417,-0.908,-0.008,-2.805,0.366,-0.671,0,-0.156,-0.045,-0.971,0.915,0.976,0.305,0,0.214,-0.108,-1.028,-1.28,2.317,0.122,289.835,0.041,-0.995,-0.081,0.183,0,1.037,3215.114,265,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739103,-0.082,-0.997,0.139,1.009977227,-80.80527131,-1.646,1.098,-0.427,0,-0.421,-0.916,-0.021,-4.756,1.22,-0.427,0,-0.151,-0.047,-0.975,0.854,1.463,0.305,0,0.219,-0.105,-1.029,-11.22,-7.378,1.22,289.835,0.039,-0.991,-0.08,0.549,0.244,0.549,3215.114,170,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739104,-0.082,-0.997,0.139,1.009977227,-80.80527131,-0.61,1.463,-0.671,0,-0.421,-0.916,-0.021,-4.573,1.22,-0.671,0,-0.149,-0.047,-0.972,0.976,1.28,0.305,0,0.219,-0.105,-1.029,-6.463,2.439,-0.976,289.835,0.04,-0.995,-0.083,-0.61,0.061,0.61,3215.114,135,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739105,-0.082,-0.992,0.145,1.005889159,-80.46761593,-1.768,0.732,-0.61,0,-0.421,-0.916,-0.032,-4.207,1.037,-1.037,0,-0.148,-0.049,-0.974,0.488,0.854,0.366,0,0.224,-0.097,-1.034,4.634,1.585,1.707,289.835,0.04,-0.995,-0.083,-1.402,-0.061,0.671,3215.114,101,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739106,-0.077,-0.993,0.139,1.005633631,-80.90845804,-0.854,0.732,-0.366,0,-0.421,-0.921,-0.038,-1.768,0.305,-0.915,0,-0.148,-0.049,-0.974,0.854,0,0.305,0,0.224,-0.097,-1.034,5.976,3.537,2.439,289.835,0.038,-0.998,-0.086,0.183,0.549,-0.122,3215.114,88,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739107,-0.077,-0.993,0.139,1.005633631,-80.90845804,0.488,0.488,0.244,0,-0.421,-0.921,-0.038,-0.549,-0.61,-0.976,0,-0.148,-0.049,-0.98,0.854,-0.122,0.183,0,0.221,-0.098,-1.032,5.793,-0.427,0.244,289.835,0.038,-0.998,-0.086,0.183,0.793,-0.549,3215.114,-284,1,1,0,1.414,0,0,1,0,1,1
2018-07-04T12:04:17.739108,-1.173,0.02,0.479,1.267189804,0.904334273,5.061,11.768,16.585,0,-0.86,0.387,0.155,60.244,34.817,-6.707,0,0.088,0.855,0.244,1.037,2.012,1.646,420.258,-0.676,-0.087,-0.837,-25.793,-36.646,-7.561,803.962,-0.618,-0.948,-0.65,-159.024,-117.744,-270.549,1737.134,-921,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739109,-1.056,0.131,-0.216,1.085796021,6.929548828,-28.232,23.72,18.537,0,-0.86,0.387,0.155,18.415,43.476,-6.22,0,0.088,0.855,0.244,8.049,2.988,10.122,420.258,-0.676,-0.087,-0.837,-23.171,-5.244,-10.915,803.962,-0.618,-0.948,-0.65,-214.451,-50.305,-318.72,1737.134,899,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739110,-1.056,0.131,-0.216,1.085796021,6.929548828,19.207,6.402,27.073,0,-1.1,0.273,0.166,-38.354,29.878,-23.11,0,0.056,1.063,0.278,18.476,-12.012,15.915,420.258,-0.693,0.081,-0.751,-16.098,-69.573,-2.317,803.962,-0.323,-0.772,-0.44,-255.915,33.354,-323.354,1737.134,924,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739111,-1.012,0.219,-0.098,1.040052403,12.1555417,7.622,6.951,26.341,0,-1.1,0.273,0.166,7.134,-6.341,-17.378,0,0.056,1.063,0.278,21.402,-7.927,25.976,420.258,-0.693,0.081,-0.751,-0.244,-118.049,6.037,803.962,-0.323,-0.772,-0.44,-200.183,84.512,-269.268,1737.134,950,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739112,-1.012,0.219,-0.098,1.040052403,12.1555417,-5.793,12.195,19.817,0,-0.911,0.307,-0.007,22.988,18.171,-15.427,0,0.263,0.9,0.327,1.768,5,36.402,420.258,-0.607,0.104,-0.734,14.939,50.061,-11.159,803.962,-0.607,-1.104,0.227,-106.159,72.927,-202.317,1737.134,657,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739113,-1.038,0.257,-0.097,1.073732741,13.8482937,-15.244,7.988,15.427,0,-0.977,0.541,-0.007,-15.427,20.427,-14.207,0,0.231,0.89,0.45,32.561,3.902,33.232,420.258,-0.607,0.104,-0.734,5.244,62.195,-10.976,803.962,-0.607,-1.104,0.227,-42.012,30.122,-136.402,1737.134,442,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739114,-1,0.229,-0.076,1.028696748,12.86248105,-15.244,1.037,-14.39,0,-0.977,0.541,-0.007,-39.512,22.988,-10.61,0,0.231,0.89,0.45,-13.354,9.573,12.317,420.258,-0.682,0.216,-0.855,-21.707,17.195,-7.805,803.962,-0.735,-0.403,0.455,-63.78,-98.537,132.866,1737.134,221,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739115,-1,0.229,-0.076,1.028696748,12.86248105,-18.232,6.89,-23.232,0,-1.025,0.361,0.015,-37.073,32.744,1.89,0,0.121,0.851,0.321,-39.024,15.854,-14.512,420.258,-0.683,0.024,-0.807,-2.5,42.073,-18.11,803.962,-0.397,-0.597,-0.093,159.939,20.793,161.768,1737.134,136,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739116,-1.023,0.137,-0.104,1.037359147,7.589001978,-19.024,6.463,-21.037,0,-0.919,0.319,0.021,4.085,-13.841,5.61,0,0.199,0.908,0.364,34.756,14.085,-6.341,420.258,-0.683,0.024,-0.807,-30.915,7.012,7.622,803.962,-0.397,-0.597,-0.093,511.585,30.549,220.793,1737.134,93,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739117,-1.02,0.153,-0.095,1.035777003,8.494541789,-9.451,-1.159,-5.915,0,-0.919,0.319,0.021,-14.573,-6.585,4.695,0,0.199,0.908,0.364,23.232,12.622,6.159,420.258,-0.714,0.087,-0.792,-12.439,-10.549,20.671,803.962,-0.715,0.018,-0.118,412.805,40.488,331.098,1737.134,-91,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739118,-1.02,0.153,-0.095,1.035777003,8.494541789,-8.415,-2.622,-6.037,0,-0.937,0.315,-0.023,-37.866,10.854,4.146,0,0.073,0.907,0.321,-15.976,12.561,5.61,420.258,-0.697,0.117,-0.773,4.207,24.695,1.585,803.962,-0.715,0.018,-0.118,277.439,135.061,368.293,1737.134,18,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739119,-1.015,0.167,-0.078,1.031599729,9.316295942,-2.195,-3.293,-10.366,0,-0.937,0.315,-0.023,-25.61,12.561,-7.5,0,0.073,0.907,0.321,5.183,6.951,3.476,420.258,-0.697,0.117,-0.773,19.146,23.11,-7.988,803.962,-1.934,-0.006,0.245,13.659,213.72,371.585,1737.134,165,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739120,-1.015,0.167,-0.078,1.031599729,9.316295942,-2.317,-2.683,-12.073,0,-0.998,0.248,0.048,6.159,-8.537,0,0,0.041,0.94,0.362,5.671,-15.671,-2.317,420.258,-0.73,0.04,-0.709,0.671,-16.28,3.72,803.962,-2.05,-0.567,0.299,-153.293,130.549,271.037,1737.134,150,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739121,-1.018,0.135,-0.064,1.028904757,7.539373507,-9.207,1.829,-19.573,0,-0.931,0.35,0.077,3.171,-7.439,4.146,0,0.091,0.877,0.335,-9.817,-11.159,-5.976,420.258,-0.685,0.007,-0.756,21.829,24.634,-3.171,803.962,-2.05,-0.567,0.299,-262.195,60.183,128.232,1737.134,-5,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739122,-1.021,0.124,-0.063,1.030430007,6.911616287,-2.622,4.695,-19.268,0,-0.918,0.353,0.101,13.476,-13.659,6.585,0,0.091,0.877,0.335,-1.22,-13.841,-4.146,420.258,-0.685,0.007,-0.756,10.915,31.524,-1.646,803.962,-1.149,-0.307,0.034,-172.5,59.39,-29.939,1737.134,10,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739123,-1.021,0.124,-0.063,1.030430007,6.911616287,-1.951,9.756,-24.695,0,-0.918,0.353,0.101,12.012,-16.463,3.659,0,0.055,0.885,0.352,2.744,-23.78,-1.463,420.258,-0.571,0.039,-0.824,6.646,13.232,-11.341,803.962,-0.894,-0.729,-0.01,-120.671,39.512,-33.415,1737.134,-139,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739124,-1.071,0.179,-0.053,1.087148104,9.476959755,12.012,21.098,-57.012,0,-0.888,0.354,0.124,12.744,-19.024,6.463,0,0.07,0.889,0.279,-2.073,-20.427,-0.488,420.258,-0.502,-0.057,-0.877,28.232,69.268,-16.524,803.962,-0.894,-0.729,-0.01,-71.646,2.5,16.341,1737.134,-93,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739125,-1.103,-0.03,-0.139,1.11212859,-1.545758225,-4.634,33.049,-85.488,0,-0.888,0.354,0.124,18.902,-21.28,14.146,0,0.07,0.889,0.279,3.72,-22.866,1.159,420.258,-0.502,-0.057,-0.877,16.768,22.073,-3.78,803.962,-0.609,-0.467,0.167,-48.963,7.439,61.89,1737.134,0,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739126,-1.103,-0.03,-0.139,1.11212859,-1.545758225,12.561,22.927,-82.622,0,-0.885,0.396,0.142,16.646,-30.183,36.524,0,0.149,0.879,0.291,10.488,-17.683,0.427,420.258,-0.437,-0.077,-0.885,17.744,23.049,-2.744,803.962,-0.903,-0.466,0.084,-12.866,45.366,64.939,1737.134,151,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739127,-1.031,-0.173,-0.203,1.064940843,-9.349151319,2.622,5.671,-72.5,0,-0.864,0.454,0.113,-7.439,-11.341,27.073,0,0.179,0.839,0.386,-17.744,-6.402,-2.317,420.258,-0.399,-0.105,-0.939,8.476,7.134,-3.171,803.962,-1.213,-0.365,0.156,54.024,43.72,-36.646,1737.134,129,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739128,-1.164,-0.136,-0.142,1.180489729,-6.615531397,10.854,10.366,-82.134,0,-0.796,0.519,0.12,-8.11,-7.744,22.805,0,0.136,0.809,0.383,-4.939,-9.756,-1.402,420.258,-0.399,-0.105,-0.939,19.634,22.5,-3.354,803.962,-1.213,-0.365,0.156,12.256,25.244,-106.89,1737.134,-84,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739129,-1.039,-0.232,-0.12,1.071328614,-12.50668584,-20.305,23.11,-115.854,0,-0.796,0.519,0.12,-12.866,-3.293,19.878,0,0.136,0.809,0.383,-2.378,-13.354,-3.78,420.258,-0.42,-0.12,-0.934,4.146,-41.098,14.939,803.962,-1.24,-0.37,0.351,2.561,-2.012,-154.817,1737.134,67,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739130,-1.039,-0.232,-0.12,1.071328614,-12.50668584,-13.537,19.451,-131.037,0,-0.736,0.53,0.195,-15.305,-12.622,30.793,0,0.097,0.703,0.388,-25.488,-4.329,-12.195,420.258,-0.394,-0.09,-0.734,-9.634,-39.085,17.378,803.962,-0.984,0.49,0.169,374.634,-72.195,-47.866,1737.134,98,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739131,-0.654,-0.494,-0.128,0.829539631,-36.54907082,-15.488,20.305,-148.781,0,-0.736,0.53,0.195,-3.841,-21.22,33.049,0,0.097,0.703,0.388,-36.037,4.085,-12.378,420.258,-0.394,-0.09,-0.734,-9.512,-30.305,11.463,803.962,-0.984,0.49,0.169,445.183,-83.476,1.463,1737.134,177,1,1,1,1.732,1,0,1,0,1,1
2018-07-04T12:04:17.739132,-0.654,-0.494,-0.128,0.829539631,-36.54907082,-31.646,22.134,-150.183,1.774,-0.507,0.453,0.146,-9.695,-31.646,36.098,0,0.143,0.515,0.331,-16.768,8.293,-0.61,420.258,-0.481,-0.105,-0.492,-4.512,-53.598,16.402,803.962,-0.759,0.324,0.207,-17.927,-27.5,-63.476,1737.134,144,0,1,1,1.732,1,0,0,0,1,1
2018-07-04T12:04:17.739133,-0.438,-0.708,-0.273,0.87614896,-53.90893606,-31.341,22.073,-155.122,1.774,-0.367,0.425,0.142,-34.634,-10.305,35.915,0,0.143,0.353,0.272,-6.89,30.183,19.268,420.258,-0.481,-0.105,-0.492,-4.695,-41.768,21.951,803.962,-0.759,0.324,0.207,-312.439,-41.646,-120.305,1737.134,10,0,1,1,1.732,1,0,0,0,1,1
2018-07-04T12:04:17.739134,-0.438,-0.708,-0.273,0.87614896,-53.90893606,-39.268,24.878,-154.634,1.774,-0.367,0.425,0.142,-31.28,1.463,18.171,0,0.143,0.353,0.272,4.878,26.89,29.512,420.258,-0.539,0.034,-0.436,5.488,-32.439,21.951,803.962,0.374,-1.041,0.693,-155.305,-41.463,-71.402,1737.134,22,0,1,1,1.732,1,0,0,0,1,1
